"Subject";"Class";"Strand";"Strand Unit";"Content Objectives";"Further Information";;;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Tógáil";"Breathnú agus freagairt";"a s(h)aothar féin agus saothar páistí eile a bhreathnú agus a phlé";"na gnéithe den obair a thaitníonn leis/léi";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Tógáil";"Breathnú agus freagairt";"samplaí spéisiúla d'ailtireacht chomhaimseartha maille le saothar ailtirí agus foirgneoirí mór le rá a bhreathnú agus a phlé";;;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Tógáil";"Struchtúir a dhéanamh";"airíonna agus tréithe ábhar a iniúchadhagus a thástáil i ndéanamh struchtúr";"grúpáil";" cothromú agus tógáil a dhéanamh le comhpháirteanna réasúnta beag agus le bréagáin tógála atá oiriúnach le haghaidh súgartha ";;;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Tógáil";"Struchtúir a dhéanamh";"airíonna agus tréithe ábhar a iniúchadhagus a thástáil i ndéanamh struchtúr";"mar a chuidíonn ábhair áirithe le foirmeacha a chruthú nó a chur in iúl ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Tógáil";"Struchtúir a dhéanamh";"airíonna agus tréithe ábhar a iniúchadhagus a thástáil i ndéanamh struchtúr";"mar a bhaintear struchtúr agus cothromaíocht amach ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Tógáil";"Struchtúir a dhéanamh";"airíonna agus tréithe ábhar a iniúchadhagus a thástáil i ndéanamh struchtúr";"mar a chruthaítear na himlínte agus na spásanna éagsúla ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Tógáil";"Struchtúir a dhéanamh";"airíonna agus tréithe ábhar a iniúchadhagus a thástáil i ndéanamh struchtúr";"mar a réitíonn na codanna éagsúla leis an iomlán ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Tógáil";"Struchtúir a dhéanamh";"airíonna agus tréithe ábhar a iniúchadhagus a thástáil i ndéanamh struchtúr";"mar is féidir ábhair a nascadh le chéile ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Tógáil";"Struchtúir a dhéanamh";"airíonna agus tréithe ábhar a iniúchadhagus a thástáil i ndéanamh struchtúr";"mar a chuireann ábhair áirithe le dath";" le gréas";" le huigeacht";" agus le spéis";;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Tógáil";"Struchtúir a dhéanamh";"struchtúir shamhalta a dhéanamh";"coimpléasc samhalta a dhéanamh le raon mórspásanna inti agus a bhféadfaí úsáidairgtheach a bhaint aisti (m.sh. caisleán)";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Tógáil";"Struchtúir a dhéanamh";"struchtúir shamhalta a dhéanamh";"struchtúr samhalta";" agus é roinnt casta ó thaobh leagan amach spásanna de";" a chruthú (m.sh. láithreán mionamharclainne) ";;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Tógáil";"Struchtúir a dhéanamh";"struchtúir shamhalta a dhéanamh";"fuíollábhar a úsáid chun bréagán samhalta a dhearadh (m.sh. róbat";" bréagán fantaiseach)";;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Tógáil";"Struchtúir a dhéanamh";"airíonna agus tréithe ábhar a iniúchadh agus triail a bhaint astu i ndéanamh struchtúr";"grúpáil";" cothromú agus tógáil a dhéanamh le hábhair éagsúla ";;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Tógáil";"Struchtúir a dhéanamh";"airíonna agus tréithe ábhar a iniúchadh agus triail a bhaint astu i ndéanamh struchtúr";"mar a réitíonn na codanna éagsúla leis an iomlán ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Tógáil";"Struchtúir a dhéanamh";"airíonna agus tréithe ábhar a iniúchadh agus triail a bhaint astu i ndéanamh struchtúr";"na himlínte agus na spásanna éagsúla a cruthaíodh ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Tógáil";"Struchtúir a dhéanamh";"airíonna agus tréithe ábhar a iniúchadh agus triail a bhaint astu i ndéanamh struchtúr";"an bhfuil an struchtúr cothromaithe go fíneálta nó an struchtúr urrúnta teann é?";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Tógáil";"Struchtúir a dhéanamh";"airíonna agus tréithe ábhar a iniúchadh agus triail a bhaint astu i ndéanamh struchtúr";"na féidearthachtaí a bhaineann le dealbhóireacht páipéir theibí shaorsheasaimh a iniúchadh ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Tógáil";"Struchtúir a dhéanamh";"airíonna agus tréithe ábhar a iniúchadh agus triail a bhaint astu i ndéanamh struchtúr";"na spásanna a cruthaíodh";" imeartas solais ar an struchtúr";;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Tógáil";"Struchtúir a dhéanamh";"líníochtaí bunaithe ar bhreathnú a dhéanamh chun struchtúir foirgneamh agus struchtúir nádúrtha plandaí a anailísiú";"struchtúr agus cothromaíocht in ailtireacht agus i ndealbhóireacht chomhaimseartha";" i struchtúir d'iarann teilgthe";" i ndroichid agus sa dúlra a imscrúdú";;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Tógáil";"Struchtúir a dhéanamh";"struchtúir shamhalta a dhéanamh";"samhail de láthair thógála a dhearadh ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Tógáil";"Struchtúir a dhéanamh";"struchtúir shamhalta a dhéanamh";"na feidhmeanna a bheadh ag codanna difriúla na láithreach a phlé ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Tógáil";"Struchtúir a dhéanamh";"struchtúir shamhalta a dhéanamh";"struchtúr rilífe a dhearadh agus béim a leagan ar phlánaí";" ar chruthanna";" ar rithim agus ar uigeacht ";;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Tógáil";"Struchtúir a dhéanamh";"struchtúir shamhalta a dhéanamh";"foirmeacha agus struchtúir papier maché a dhearadh (m.sh. cinn andúchasacha)";;;;;;;;;;;
"Na hAmharcealaíona ";"Naíonáin shóisearacha";" Naíonáin shinsearacha ";"Tógáil";"Tógálacha a dhéanamh";"airíonna agus tréithe ábhar a iniúchadh agus turgnamh leo i ndéanamh struchtúr";"grúpáil";" cothromú agus tógáil a dhéanamh le comhpháirteanna beaga agus le bréagáin thógála atá oiriúnach do shaorshúgradh ";;;;;;;;;;
"Na hAmharcealaíona ";"Naíonáin shóisearacha";" Naíonáin shinsearacha ";"Tógáil";"Tógálacha a dhéanamh";"airíonna agus tréithe ábhar a iniúchadh agus turgnamh leo i ndéanamh struchtúr";"na codanna is airde";" is leithne agus is caoile den struchtúr a fhionnachtain ";;;;;;;;;;
"Na hAmharcealaíona ";"Naíonáin shóisearacha";" Naíonáin shinsearacha ";"Tógáil";"Tógálacha a dhéanamh";"airíonna agus tréithe ábhar a iniúchadh agus turgnamh leo i ndéanamh struchtúr";"an struchtúr a atheagrú";;;;;;;;;;;
"Na hAmharcealaíona ";"Naíonáin shóisearacha";" Naíonáin shinsearacha ";"Tógáil";"Tógálacha a dhéanamh";"struchtúir shamhailteacha a dhéanamh";"boscaí móra a chothromú ar a chéile chun struchtúr shamhlailteacha a dhéanamh";;;;;;;;;;;
"Na hAmharcealaíona ";"Naíonáin shóisearacha";" Naíonáin shinsearacha ";"Tógáil";"Tógálacha a dhéanamh";"struchtúir shamhailteacha a dhéanamh";"mar a mhothódh bheith istigh sa struchtúr sin a léiriú trí líníocht nó trí phéinteáil";;;;;;;;;;;
"Na hAmharcealaíona ";"Naíonáin shóisearacha";" Naíonáin shinsearacha ";"Tógáil";"Tógálacha a dhéanamh";"struchtúir shamhailteacha a dhéanamh";"boscaí agus píosaí polaistiréine a úsáid chun áitreabh samhailteach a dhéanamh";;;;;;;;;;;
"Na hAmharcealaíona ";"Naíonáin shóisearacha";" Naíonáin shinsearacha ";"Tógáil";"Tógálacha a dhéanamh";"struchtúir shamhailteacha a dhéanamh";"raon teoranta dathanna a úsáid chun an déantúsán a phéinteáil agus béim a leagan ar dhath agus ar fhíordhath (lí) ";;;;;;;;;;;
"Na hAmharcealaíona ";"Naíonáin shóisearacha";" Naíonáin shinsearacha ";"Tógáil";"Tógálacha a dhéanamh";"struchtúir shamhailteacha a dhéanamh";"bréagán samhailteach a dhéanamh (m.sh. bosca mór a úsáid chun clogad spáis nó hata cóisire a dhéanamh) ";;;;;;;;;;;
"Na hAmharcealaíona ";"Naíonáin shóisearacha";" Naíonáin shinsearacha ";"Tógáil";"Tógálacha a dhéanamh";"struchtúir shamhailteacha a dhéanamh";"staibíl a dhéanamh chun líne agus cruth a iniúchadh i struchtúr";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Tógáil";"Tógálacha a dhéanamh";"airíonna agus tréithe ábhar a iniúchadh agus triail a bhaint astu i ndéanamh struchtúr";"imlínte agus spásanna a cruthaíodh ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Tógáil";"Tógálacha a dhéanamh";"airíonna agus tréithe ábhar a iniúchadh agus triail a bhaint astu i ndéanamh struchtúr";"mar a réitíonn na codanna éagsúla leis an iomlán ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Tógáil";"Tógálacha a dhéanamh";"airíonna agus tréithe ábhar a iniúchadh agus triail a bhaint astu i ndéanamh struchtúr";"na rithimí sa struchtúr ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Tógáil";"Tógálacha a dhéanamh";"airíonna agus tréithe ábhar a iniúchadh agus triail a bhaint astu i ndéanamh struchtúr";"an bhfuil an struchtúr cothromaithe go fíneálta nó an struchtúr urrúnta teann é?";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Tógáil";"Tógálacha a dhéanamh";"airíonna agus tréithe ábhar a iniúchadh agus triail a bhaint astu i ndéanamh struchtúr";"an bhfuil achair áirithe den struchtúr níos broidiúla ná a chéile? ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Tógáil";"Tógálacha a dhéanamh";"airíonna agus tréithe ábhar a iniúchadh agus triail a bhaint astu i ndéanamh struchtúr";"féidearthachtaí dealbhóireachta teibí saorsheasaimh páipéir a iniúchadh";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Tógáil";"Tógálacha a dhéanamh";"airíonna agus tréithe ábhar a iniúchadh agus triail a bhaint astu i ndéanamh struchtúr";"imeartas solais ar an struchtúr";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Tógáil";"Tógálacha a dhéanamh";"airíonna agus tréithe ábhar a iniúchadh agus triail a bhaint astu i ndéanamh struchtúr";"an mothú foriomlán cothromaíochta a cruthaíodh";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Tógáil";"Tógálacha a dhéanamh";"líníochtaí bunaithe ar bhreathnóireacht a dhéanamh chun struchtúr agus foirm a anailísiú";"struchtúir sa dúlra a tharraingt agus iniúchadh a dhéanamh ar scáth agus ar sholas";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Tógáil";"Tógálacha a dhéanamh";"líníochtaí bunaithe ar bhreathnóireacht a dhéanamh chun struchtúr agus foirm a anailísiú";"struchtúr agus cothromaíocht in ailtireacht agus i ndealbhóireacht chomhaimseartha a imscrúdú";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Tógáil";"Tógálacha a dhéanamh";"struchtúir shamhlaíocha a dhéanamh";"struchtúir bunaithe ar théamaí a bhaineann le heachtraí agus le féilte áitiúla a dhearadh ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Tógáil";"Tógálacha a dhéanamh";"struchtúir shamhlaíocha a dhéanamh";"foirmeacha papier maché ar scála mór a dhearadh";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Tógáil";"Tógálacha a dhéanamh";"struchtúir shamhlaíocha a dhéanamh";"ollphéisteanna";" dionosáir agus maisc ollmhóra ";;;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Tógáil";"Tógálacha a dhéanamh";"struchtúir shamhlaíocha a dhéanamh";"struchtúir neamhléiritheacha rilífe a chruthú agus béim á leagan ar phlánaí";" ar chruthanna";" ar rithim";" ar imeartas solais agus scátha agus ar uigeacht ";;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Tógáil";"Tógálacha a dhéanamh";"struchtúir shamhlaíocha a dhéanamh";"struchtúir shreinge miotail a chruthú a leagann béim ar líne agus atá éifeachtach ó gach taobh ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Tógáil";"Tógálacha a dhéanamh";"struchtúir shamhlaíocha a dhéanamh";"mionsamhail le codanna gluaiste a chruthú";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Tógáil";"Tógálacha a dhéanamh";"struchtúir shamhlaíocha a dhéanamh";"clár deartha ríomhchuidithe a úsáid (má bhíonn a leithéid ar fáil) chun struchtúr a dhearadh";;;;;;;;;;;
"Na hAmharcealaíona ";"Naíonáin shóisearacha";" Naíonáin shinsearacha ";"Fabraic agus snáithín";"Cruthú le fabraic agus le snáithín";"buanna fabraice agus snáithín mar mheáin le haghaidh léirithe shamhlaíoch a iniúchadh";"turgnamh ar fhabraic fhí-oscailte (m.sh. heiseán) ";;;;;;;;;;;
"Na hAmharcealaíona ";"Naíonáin shóisearacha";" Naíonáin shinsearacha ";"Fabraic agus snáithín";"Cruthú le fabraic agus le snáithín";"buanna fabraice agus snáithín mar mheáin le haghaidh léirithe shamhlaíoch a iniúchadh";"na torthaí is féidir a chruthú trí chordaí";" ribíní agus choirníní móra éagsúla a chur leis a fhionnachtain ";;;;;;;;;;
"Na hAmharcealaíona ";"Naíonáin shóisearacha";" Naíonáin shinsearacha ";"Fabraic agus snáithín";"Cruthú le fabraic agus le snáithín";"buanna fabraice agus snáithín mar mheáin le haghaidh léirithe shamhlaíoch a iniúchadh";"mar a mhothaíonn raon d'ábhair a bhfuil uigeacht dhifriúil acu agus an chomparáid eatarthu nuair a chuirtear le chéile iad a fhionnachtain";;;;;;;;;;;
"Na hAmharcealaíona ";"Naíonáin shóisearacha";" Naíonáin shinsearacha ";"Fabraic agus snáithín";"Cruthú le fabraic agus le snáithín";"colláisí simplí a dhéanamh";"téama dathannach a fhorbairt ina cholláis shimplí d'fhabraicí";" shnáithíní";" choirníní agus chnaipí";;;;;;;;;
"Na hAmharcealaíona ";"Naíonáin shóisearacha";" Naíonáin shinsearacha ";"Fabraic agus snáithín";"Cruthú le fabraic agus le snáithín";"colláisí simplí a dhéanamh";"líníocht";" ar thomhas nádúrtha";" de/di féin nó de chréatúr samhailteach a ghléasadh";;;;;;;;;
"Na hAmharcealaíona ";"Naíonáin shóisearacha";" Naíonáin shinsearacha ";"Fabraic agus snáithín";"Cruthú le fabraic agus le snáithín";"colláisí simplí a dhéanamh";"colláis a dhéanamh leis an mbéim ar uigeacht ";;;;;;;;;;;
"Na hAmharcealaíona ";"Naíonáin shóisearacha";" Naíonáin shinsearacha ";"Fabraic agus snáithín";"Cruthú le fabraic agus le snáithín";"colláisí simplí a dhéanamh";"colláis a dhéanamh leis an mbéim ar rithim (m.sh. uisce ag gluaiseacht go guairneánach a phlé)";;;;;;;;;;;
"Na hAmharcealaíona ";"Naíonáin shóisearacha";" Naíonáin shinsearacha ";"Fabraic agus snáithín";"Cruthú le fabraic agus le snáithín";"culaithirt a chumadh";"do phearsa shamhailteach";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Fabraic agus snáithín";"Cruthú le fabraic agus le snáithín";"buanna fabraice agus snáithín mar mheáin le haghaidh léirithe shamhlaíoch a iniúchadh agus a fhionnachtain";"triail a bhaint as fabraic fhí-oscailte (m.sh. heiseán) a athrú ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Fabraic agus snáithín";"Cruthú le fabraic agus le snáithín";"buanna fabraice agus snáithín mar mheáin le haghaidh léirithe shamhlaíoch a iniúchadh agus a fhionnachtain";"roinnt snáithíní a bhaint as sa dá threo";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Fabraic agus snáithín";"Cruthú le fabraic agus le snáithín";"buanna fabraice agus snáithín mar mheáin le haghaidh léirithe shamhlaíoch a iniúchadh agus a fhionnachtain";"feidhm a bhaint as snáithíní i gcodarsnacht a chéile san fhíodóireacht ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Fabraic agus snáithín";"Cruthú le fabraic agus le snáithín";"buanna fabraice agus snáithín mar mheáin le haghaidh léirithe shamhlaíoch a iniúchadh agus a fhionnachtain";"rudaí maisiúla a fhí isteach";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Fabraic agus snáithín";"Cruthú le fabraic agus le snáithín";"buanna fabraice agus snáithín mar mheáin le haghaidh léirithe shamhlaíoch a iniúchadh agus a fhionnachtain";"greamanna fuála a chumadh agus a phlé ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Fabraic agus snáithín";"Cruthú le fabraic agus le snáithín";"buanna fabraice agus snáithín mar mheáin le haghaidh léirithe shamhlaíoch a iniúchadh agus a fhionnachtain";"mar a mhothaíonn saghsanna éagsúla uigeachta a fhionnachtain agus a phlé; an chomparáid a bhíonn eatarthu nuair a chuirtear le chéile iad a phlé";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Fabraic agus snáithín";"Cruthú le fabraic agus le snáithín";"fabraic agus snáithín a úsáid chun píosaí beaga airgtheacha a dhéanamh";"colláis nó appliqué neamhléiritheach nó ceann bunaithe ar théama a dhearadh agus a dhéanamh ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Fabraic agus snáithín";"Cruthú le fabraic agus le snáithín";"fabraic agus snáithín a úsáid chun píosaí beaga airgtheacha a dhéanamh";"feasacht ar dhath";" ar uigeacht agus ar chruth a fhorbairt ";;;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Fabraic agus snáithín";"Cruthú le fabraic agus le snáithín";"fabraic agus snáithín a úsáid chun píosaí beaga airgtheacha a dhéanamh";"aire ar leith a dhíriú ar na cruthanna a chruthaítear";" ar na cruthanna idir na cruthanna seo agus cé acu an bhforluíonn cuid acu ar a chéile nó nach bhforluíonn";" agus na pointí seo a phlé ";;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Fabraic agus snáithín";"Cruthú le fabraic agus le snáithín";"fabraic agus snáithín a úsáid chun píosaí beaga airgtheacha a dhéanamh";"píosa beag fabraice a mhaisiú le greamanna agus le maisíochtaí eile ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Fabraic agus snáithín";"Cruthú le fabraic agus le snáithín";"fabraic agus snáithín a úsáid chun píosaí beaga airgtheacha a dhéanamh";"líne";" gréas";" dath agus uigeacht a chruthú ";;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Fabraic agus snáithín";"Cruthú le fabraic agus le snáithín";"fabraic agus snáithín a úsáid chun píosaí beaga airgtheacha a dhéanamh";"roinnt de na cruthanna a rinneadh a líonadh isteach chun torthaí dathannacha nó uigeacha a chruthú ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Fabraic agus snáithín";"Cruthú le fabraic agus le snáithín";"fabraic agus snáithín a úsáid chun píosaí beaga airgtheacha a dhéanamh";"dealbha boga nó puipéid a dhearadh agus a dhéanamh";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Fabraic agus snáithín";"Cruthú le fabraic agus le snáithín";"fabraic agus snáithín a úsáid chun píosaí beaga airgtheacha a dhéanamh";"seanéadaí a úsáid ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Fabraic agus snáithín";"Cruthú le fabraic agus le snáithín";"fabraic agus snáithín a úsáid chun píosaí beaga airgtheacha a dhéanamh";"píosaí beaga ar leith a fhí ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Fabraic agus snáithín";"Cruthú le fabraic agus le snáithín";"fabraic agus snáithín a úsáid chun píosaí beaga airgtheacha a dhéanamh";"torthaí dathannacha nó uigeacha a chruthú";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Fabraic agus snáithín";"Cruthú le fabraic agus le snáithín";"culaithirt a chumadh";"ag baint feidhme as seanéadaí ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Fabraic agus snáithín";"Cruthú le fabraic agus le snáithín";"culaithirt a chumadh";"clóca draíochta a chruthú trí stiallanna móra fabraice a fhuáil";" a lásáil nó a cheangal le chéile le bioráin";;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Fabraic agus snáithín";"Cruthú le fabraic agus le snáithín";"buanna fabraice agus snáithín mar mheáin le haghaidh léirithe shamhlaíoch a iniúchadh agus a fhionnachtain";"triail a bhaint as líne";" as cruth";" as dath";" as gréas";" as uigeacht";" as snáithíní ar shaghsanna éagsúla uigeachta agus as fabraic fhí-oscailte mar spreagthaigh bhreise cruthaitheachta";;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Fabraic agus snáithín";"Cruthú le fabraic agus le snáithín";"buanna fabraice agus snáithín mar mheáin le haghaidh léirithe shamhlaíoch a iniúchadh agus a fhionnachtain";"triail a bhaint as bealaí chun greamanna a mbeadh toradh maisiúil orthu a chumadh";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Fabraic agus snáithín";"Cruthú le fabraic agus le snáithín";"píosaí beaga airgtheacha a dhéanamh i bhfabraic agus i snáithín";"colláis a dhearadh agus a dhéanamh le béim ar dhath";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Fabraic agus snáithín";"Cruthú le fabraic agus le snáithín";"píosaí beaga airgtheacha a dhéanamh i bhfabraic agus i snáithín";"píosa appliqué le raon teoranta datha a dhearadh agus a dhéanamh chun téamaí pearsanta a léiriú ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Fabraic agus snáithín";"Cruthú le fabraic agus le snáithín";"píosaí beaga airgtheacha a dhéanamh i bhfabraic agus i snáithín";"greamanna a chumadh agus píosa fabraice a mhaisiú leo ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Fabraic agus snáithín";"Cruthú le fabraic agus le snáithín";"píosaí beaga airgtheacha a dhéanamh i bhfabraic agus i snáithín";"píosaí beaga ar leith a chruthú le lúba bunúsacha cniotála ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Fabraic agus snáithín";"Cruthú le fabraic agus le snáithín";"píosaí beaga airgtheacha a dhéanamh i bhfabraic agus i snáithín";"criosanna muinchille nó bandaí gruaige ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Fabraic agus snáithín";"Cruthú le fabraic agus le snáithín";"píosaí beaga airgtheacha a dhéanamh i bhfabraic agus i snáithín";"cniotáil a chomhcheangail le nithe maisiúla simplí chun píosaí ar leith seodra a dhéanamh ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Fabraic agus snáithín";"Cruthú le fabraic agus le snáithín";"píosaí beaga airgtheacha a dhéanamh i bhfabraic agus i snáithín";"béim a leagan ar dhath";" ar ghréas";" ar uigeacht";;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Fabraic agus snáithín";"Cruthú le fabraic agus le snáithín";"píosaí beaga airgtheacha a dhéanamh i bhfabraic agus i snáithín";"taipéis a fhí le píosaí maisíochta san fhabraic";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Fabraic agus snáithín";"Cruthú le fabraic agus le snáithín";"bréagáin bhoga a dhéanamh agus béim á leagan ar indibhidiúlacht agus ar éagsúlacht";"foirmeacha a chruthú trí phíosaí fabraice a shnaidhmeadh ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Fabraic agus snáithín";"Cruthú le fabraic agus le snáithín";"bréagáin bhoga a dhéanamh agus béim á leagan ar indibhidiúlacht agus ar éagsúlacht";"ceannaithe";" géaga agus maisíochtaí eile a fhuáil orthu";;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Fabraic agus snáithín";"Cruthú le fabraic agus le snáithín";"culaithirt a chumadh do charachtar i scéal nó fabraic a úsáid mar spreagthach le haghaidh culaithirte andúchasaí";"cultacha a chruthú trí phíosaí fabraice a fhúáil agus a ghreamú le bioráin ar phíosaí seanéadaigh";;;;;;;;;;;
"Na hAmharcealaíona ";"Naíonáin shóisearacha";" Naíonáin shinsearacha ";"Fabraic agus snáithín";"Breathnú agus freagairt";"fabraicí agus snáithíní éagsúla a bhreathnú";" a láimhsiú agus a phlé chun taithí a fháil ar a gcáilíochtaí tadhaill";" amhairc agus struchtúrtha";"bog";" clúmhach";" garbh";" righin";" te";" fuar ";;;;
"Na hAmharcealaíona ";"Naíonáin shóisearacha";" Naíonáin shinsearacha ";"Fabraic agus snáithín";"Breathnú agus freagairt";"fabraicí agus snáithíní éagsúla a bhreathnú";" a láimhsiú agus a phlé chun taithí a fháil ar a gcáilíochtaí tadhaill";" amhairc agus struchtúrtha";"dath agus gréas ";;;;;;;;;
"Na hAmharcealaíona ";"Naíonáin shóisearacha";" Naíonáin shinsearacha ";"Fabraic agus snáithín";"Breathnú agus freagairt";"fabraicí agus snáithíní éagsúla a bhreathnú";" a láimhsiú agus a phlé chun taithí a fháil ar a gcáilíochtaí tadhaill";" amhairc agus struchtúrtha";"fite go mín nó go tiubh ";;;;;;;;;
"Na hAmharcealaíona ";"Naíonáin shóisearacha";" Naíonáin shinsearacha ";"Fabraic agus snáithín";"Breathnú agus freagairt";"fabraicí agus snáithíní éagsúla a bhreathnú";" a láimhsiú agus a phlé chun taithí a fháil ar a gcáilíochtaí tadhaill";" amhairc agus struchtúrtha";"cuirtíní";" tuáillí";" ceirteanna soithí";" éadach";" rópaí déanta de shnáithíní nádúrtha nó de shnáithíní sintéiseacha";;;;;
"Na hAmharcealaíona ";"Naíonáin shóisearacha";" Naíonáin shinsearacha ";"Fabraic agus snáithín";"Breathnú agus freagairt";"a s(h)aothar féin agus saothar páistí eile a bhreathnú agus a phlé";"cur síos ar an déantúsán ";;;;;;;;;;;
